latitude,longitude,hour,traffic
55.60985400107303,37.856374731439566,21,305.7611304340238
55.749510331821845,37.60946272475227,23,501.63609814249827
55.834148712263826,37.53879358631471,17,1012.1291894242304
55.653410790060924,37.88053515873472,16,858.0927848905694
55.85818960536722,37.667534859466826,7,778.1827649803017
55.778615505196015,37.43353823869421,22,668.8439127382867
55.83993460662228,37.57469349952466,16,102.99701837973757
55.741620083533,37.68242056663131,17,476.36478487040876
55.814217759936945,37.663823865072395,21,689.1059830604308
55.7202289182626,37.67982016565411,3,313.7957892181431
55.85853568630405,37.873057731066815,9,442.57977605815296
55.793199862971704,37.60436708554904,22,1469.4505816431438
55.85193665783697,37.83349688000576,7,89.28918913005106
55.66659164857989,37.515537398294036,7,200.95744387763207
55.839974825611954,37.489272331027166,0,857.2462979358809
55.81624392889315,37.80265748367895,23,1097.2870511907058
55.856708940431886,37.81510993228349,3,1419.3941020870466
55.64232455463331,37.60319615413676,22,1349.6869368556236
55.603900577053224,37.44275426542723,22,1279.785738426981
55.63683306689882,37.83822203793765,17,1344.3739810616134
55.84523306852153,37.57090867584893,9,1246.4056305628567
55.708917763658526,37.417114055410266,19,955.0159163812443
55.72282349565737,37.67602359042599,1,1298.5486289633463
55.66585315752429,37.88727363259943,11,253.16410486135618
55.86054039276937,37.643715599124754,13,733.0449064060309
55.65463214164647,37.64238918357517,16,439.5821711081718
55.76249026439826,37.71673910991307,6,366.1335058664254
55.793516250330796,37.61085196727664,12,1052.2716935339988
55.804955156933644,37.811291937955836,20,1231.828921183563
55.7494272260533,37.433587699957855,4,994.5595631102032
55.84892254111216,37.5032106358803,9,253.02688105765105
55.679105140790384,37.53324919668544,7,413.5594578143168
55.78992941900724,37.647136925069134,9,1375.8973215911917
55.725631157467625,37.59156926412475,13,118.10065182382982
55.649885010626825,37.76901680821318,18,180.98859283753143
55.83129577766064,37.434124852677044,10,468.6059183175148
55.706701814939485,37.75952295259212,6,935.0867671615385
55.88479203911733,37.59832468652603,23,1408.403122020899
55.81977162916307,37.507470189295375,3,832.7720294168805
55.64860416336747,37.82076483015502,16,769.7310584417927
55.779052854675065,37.56712194540848,1,204.56746704396912
55.62254133452075,37.7640943781018,10,917.5147844888241
55.73790445382834,37.43796670518481,17,1209.1530245050199
55.808408941256324,37.53607256861498,1,199.48593171993008
55.69437896704282,37.803715125908376,16,248.38701483249403
55.885071206146236,37.62300288647898,14,175.72255720016625
55.887451237901175,37.77919620697284,20,1150.6019760313322
55.81723099878194,37.71861578989474,7,412.01861284581963
55.746827489092944,37.5106047209098,8,1418.8860425455891
55.611828043410554,37.752787586257845,6,1499.0625743704607
55.766741974431156,37.63660505904067,6,99.22166894940833
55.80922608017405,37.54867450368627,15,217.15893080856233
55.72652879791915,37.79767091897955,19,1274.5966278758522
55.69573014197298,37.81445773707534,16,992.7426581426809
55.70940917483719,37.68033859700176,12,161.5821423623533
55.80888663276344,37.56993748188403,22,636.5039020386836
55.77172832783004,37.80198848970045,3,1196.548589016497
55.69562575087962,37.712945688218504,15,668.8847321495533
55.86299961335873,37.608753042013944,2,1311.6433671563484
55.606380823255115,37.8373508363421,12,606.7476403836023
55.87977697282757,37.435014852873735,13,558.5321324049797
55.830156486679336,37.60096545680462,20,745.6829239419319
55.774227162168195,37.5358434855345,9,182.9640359115737
55.70091113914853,37.66125959581726,0,396.22686136403837
55.63314223393942,37.57731107882039,17,479.64677466118565
55.67008232531497,37.42104659481818,0,1369.9916979834247
55.6135302031661,37.45473379933956,23,230.43445808044171
55.886924709267824,37.79899466107169,4,179.6459533527763
55.72527423273548,37.83955915378108,13,921.1577473411871
55.87111719015258,37.89459245490668,6,1487.194507898616
55.66950151041503,37.87136588706756,21,931.2183525743458
55.753806553304955,37.51533490585888,1,606.9313866623119
55.611019581227985,37.87863513149166,23,557.6816257917586
55.61735280296902,37.884551315070404,16,801.4775316807687
55.7791822217291,37.66251575043013,9,797.1094902563525
55.74735590226059,37.89816788790336,2,1232.9580312363958
55.667332171550996,37.51190880741131,14,100.55448233904612
55.868476432368354,37.83006340820896,10,1322.3182508140515
55.679680012776615,37.4647574606414,8,114.34616212319332
